GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
1526,-1980.7312,-18927.9352,-3543.6095,91.30783176,0.0,-20908.6664,-3452.30166824,-24360.9680682
1527,-1977.0876,-18969.5729,-3529.0911,92.53553184,0.0,-20946.6605,-3436.55556816,-24383.2160682
1528,-2014.4549,-18891.7251,-3520.4795,92.07798192,0.0,-20906.18,-3428.40151808,-24334.5815181
1529,-1972.2821,-18902.8089,-3573.2045,94.04122752,0.0,-20875.091,-3479.16327248,-24354.2542725
1530,-1988.0295,-18907.7584,-3570.9797,92.95029792,0.0,-20895.7879,-3478.02940208,-24373.8173021
1531,-1978.6397,-18814.6958,-3641.2567,94.017114,0.0,-20793.3355,-3547.239586,-24340.575086
1532,-1951.2391,-18886.8881,-3572.8344,93.1786632,0.0,-20838.1272,-3479.6557368,-24317.7829368
1533,-1966.918,-18787.5995,-3640.7701,92.7214488,0.0,-20754.5175,-3548.0486512,-24302.5661512
1534,-2003.1205,-18834.2863,-3600.6213,91.2067308,0.0,-20837.4068,-3509.4145692,-24346.8213692
1535,-1998.2578,-18847.6666,-3610.8642,91.58280408,0.0,-20845.9244,-3519.28139592,-24365.2057959
1536,-1964.3853,-18854.5064,-3602.0351,92.4440868,0.0,-20818.8917,-3509.5910132,-24328.4827132
1537,-1949.2842,-18858.0717,-3622.7995,93.95279856,0.0,-20807.3559,-3528.84670144,-24336.2026014
1538,-1967.5216,-18930.5719,-3523.1612,93.67097472,0.0,-20898.0935,-3429.49022528,-24327.5837253
1539,-1969.1382,-18829.2091,-3590.4732,94.53373632,0.0,-20798.3473,-3495.93946368,-24294.2867637
1540,-2001.8526,-18867.7952,-3559.456,92.37645072,0.0,-20869.6478,-3467.07954928,-24336.7273493
1541,-1975.975,-18848.8422,-3556.7576,94.62294432,0.0,-20824.8172,-3462.13465568,-24286.9518557
1542,-1987.777,-18890.9112,-3552.4759,93.07399824,0.0,-20878.6882,-3459.40190176,-24338.0901018
1543,-1984.76,-18919.3175,-3537.6869,92.21036544,0.0,-20904.0775,-3445.47653456,-24349.5540346
1544,-1967.9132,-18974.912,-3469.9841,93.9848976,0.0,-20942.8252,-3375.9992024,-24318.8244024
1545,-1969.5341,-19039.0504,-3431.2184,92.82576024,0.0,-21008.5845,-3338.39263976,-24346.9771398
1546,-1970.8939,-18826.6925,-3560.9756,93.65007672,0.0,-20797.5864,-3467.32552328,-24264.9119233
1547,-1975.1126,-19008.035,-3451.9264,91.38212568,0.0,-20983.1476,-3360.54427432,-24343.6918743
1548,-2010.638,-18988.0567,-3444.2645,92.61989064,0.0,-20998.6947,-3351.64460936,-24350.3393094
1549,-1953.0873,-18974.9107,-3462.086,89.42690808,0.0,-20927.998,-3372.65909192,-24300.6570919
1550,-1950.4033,-19062.3227,-3416.6359,89.05351896,0.0,-21012.726,-3327.58238104,-24340.308381
1551,-1996.4144,-18974.9601,-3449.6182,90.0881856,0.0,-20971.3745,-3359.5300144,-24330.9045144
1552,-1966.5592,-19003.7208,-3462.7618,93.47286384,0.0,-20970.28,-3369.28893616,-24339.5689362
1553,-1962.2345,-19037.2028,-3434.8335,93.93367752,0.0,-20999.4373,-3340.89982248,-24340.3371225
1554,-2000.6862,-18961.577,-3470.2029,90.95353488,0.0,-20962.2632,-3379.24936512,-24341.5125651
1555,-1990.3795,-18949.2494,-3504.0925,93.32515296,0.0,-20939.6289,-3410.76734704,-24350.396247
1556,-1961.823,-19005.1125,-3499.4425,91.87653888,0.0,-20966.9355,-3407.56596112,-24374.5014611
1557,-1972.745,-18987.986,-3519.7649,91.76509872,0.0,-20960.731,-3427.99980128,-24388.7308013
1558,-1956.5726,-18855.4563,-3604.6637,92.69168832,0.0,-20812.0289,-3511.97201168,-24324.0009117
1559,-1964.0086,-18929.7697,-3576.4461,92.47299408,0.0,-20893.7783,-3483.97310592,-24377.7514059
1560,-1973.0545,-18935.4772,-3540.4911,92.96886888,0.0,-20908.5317,-3447.52223112,-24356.0539311
1561,-1953.6819,-18930.8445,-3566.1125,93.2937588,0.0,-20884.5264,-3472.8187412,-24357.3451412
1562,-1967.7381,-18958.6114,-3557.5647,93.86210664,0.0,-20926.3495,-3463.70259336,-24390.0520934
1563,-1988.5704,-18923.5426,-3545.74,92.44375632,0.0,-20912.113,-3453.29624368,-24365.4092437
1564,-1973.7184,-19019.0873,-3501.9671,91.91976624,0.0,-20992.8057,-3410.04733376,-24402.8530338
1565,-1935.3372,-18922.2882,-3563.1828,94.38771456,0.0,-20857.6254,-3468.79508544,-24326.4204854
1566,-1940.2583,-18941.7016,-3543.0249,94.1302836,0.0,-20881.9599,-3448.8946164,-24330.8545164
1567,-1991.1399,-18927.0418,-3544.3068,92.3593536,0.0,-20918.1817,-3451.9474464,-24370.1291464
1568,-1937.9749,-18970.1448,-3514.0258,93.78535248,0.0,-20908.1197,-3420.24044752,-24328.3601475
1569,-1959.3183,-18840.6096,-3569.0247,93.90917304,0.0,-20799.9279,-3475.11552696,-24275.043427
1570,-1968.0507,-18935.9258,-3566.1034,95.01312096,0.0,-20903.9765,-3471.09027904,-24375.066779
1571,-1974.5524,-18893.987,-3585.587,97.2786384,0.0,-20868.5394,-3488.3083616,-24356.8477616
1572,-1946.5503,-18853.0673,-3611.1189,94.15238328,0.0,-20799.6176,-3516.96651672,-24316.5841167
1573,-1974.2309,-18980.1485,-3495.2111,94.7591136,0.0,-20954.3794,-3400.4519864,-24354.8313864
1574,-1960.8642,-18971.5109,-3491.3014,94.77623592,0.0,-20932.3751,-3396.52516408,-24328.9002641
1575,-1941.6581,-19004.0815,-3471.0177,94.08509568,0.0,-20945.7396,-3376.93260432,-24322.6722043
1576,-1973.7285,-18991.8427,-3482.5356,93.8391192,0.0,-20965.5712,-3388.6964808,-24354.2676808
1577,-1957.3467,-19036.6768,-3516.2149,93.84566616,0.0,-20994.0235,-3422.36923384,-24416.3927338
1578,-1958.1433,-19022.9769,-3480.8597,92.81321064,0.0,-20981.1202,-3388.04648936,-24369.1666894
1579,-1967.5933,-19106.0402,-3420.8636,92.07635616,0.0,-21073.6335,-3328.78724384,-24402.4207438
1580,-1966.7916,-19026.0274,-3435.4367,92.360034,0.0,-20992.819,-3343.076666,-24335.895666
1581,-2009.8006,-18918.6615,-3532.4381,92.5703928,0.0,-20928.4621,-3439.8677072,-24368.3298072
1582,-1976.152,-18896.7106,-3574.1522,93.791862,0.0,-20872.8626,-3480.360338,-24353.222938
1583,-1965.3352,-18988.9653,-3460.6403,92.2856148,0.0,-20954.3005,-3368.3546852,-24322.6551852
1584,-1990.4348,-19021.9351,-3463.9029,91.56316392,0.0,-21012.3699,-3372.33973608,-24384.7096361
1585,-1999.7305,-18894.9859,-3528.7864,90.7176384,0.0,-20894.7164,-3438.0687616,-24332.7851616
1586,-1969.1362,-18922.9471,-3542.2542,93.17404872,0.0,-20892.0833,-3449.08015128,-24341.1634513
1587,-1987.3562,-18900.2644,-3519.0166,91.64986344,0.0,-20887.6206,-3427.36673656,-24314.9873366
1588,-1972.2759,-18984.6753,-3448.8815,90.7763904,0.0,-20956.9512,-3358.1051096,-24315.0563096
1589,-1986.5328,-19011.3709,-3487.933,91.31174424,0.0,-20997.9037,-3396.62125576,-24394.5249558
1590,-1959.9952,-18959.7106,-3515.1524,92.74889016,0.0,-20919.7058,-3422.40350984,-24342.1093098
1591,-1990.4835,-18982.3682,-3471.2679,91.66987872,0.0,-20972.8517,-3379.59802128,-24352.4497213
1592,-1985.7678,-18994.616,-3458.8028,91.52050752,0.0,-20980.3838,-3367.28229248,-24347.6660925
1593,-1966.0993,-19019.4199,-3428.5196,90.31618008,0.0,-20985.5192,-3338.20341992,-24323.7226199
1594,-1961.4539,-18961.8863,-3491.6454,91.3655124,0.0,-20923.3402,-3400.2798876,-24323.6200876
1595,-1977.1074,-19031.6662,-3433.5526,92.56035528,0.0,-21008.7736,-3340.99224472,-24349.7658447
1596,-1983.9396,-19009.7516,-3441.8245,91.06888464,0.0,-20993.6912,-3350.75561536,-24344.4468154
1597,-1956.2417,-19058.9478,-3412.0273,91.45954224,0.0,-21015.1895,-3320.56775776,-24335.7572578
1598,-1975.7397,-18976.8723,-3500.4812,93.7339236,0.0,-20952.612,-3406.7472764,-24359.3592764
1599,-1967.4491,-18965.6408,-3479.408,92.93803776,0.0,-20933.0899,-3386.46996224,-24319.5598622
1600,-1924.4935,-19095.6645,-3420.4205,93.46671072,0.0,-21020.158,-3326.95378928,-24347.1117893
1601,-1981.7669,-18953.0123,-3464.3953,92.99835864,0.0,-20934.7792,-3371.39694136,-24306.1761414
1602,-1966.0145,-19027.7019,-3419.1226,91.15771752,0.0,-20993.7164,-3327.96488248,-24321.6812825
1603,-1972.2615,-18978.0402,-3439.0518,92.22185448,0.0,-20950.3017,-3346.82994552,-24297.1316455
1604,-1969.9694,-19017.7804,-3431.8702,92.1948192,0.0,-20987.7498,-3339.6753808,-24327.4251808
1605,-1993.2364,-18973.0351,-3460.2153,92.51211528,0.0,-20966.2715,-3367.70318472,-24333.9746847
1606,-2011.8304,-19027.4092,-3437.1312,91.3172256,0.0,-21039.2396,-3345.8139744,-24385.0535744
1607,-1951.409,-19060.4583,-3417.0784,89.83625184,0.0,-21011.8673,-3327.24214816,-24339.1094482
1608,-2000.3681,-18984.8116,-3441.485,89.69053752,0.0,-20985.1797,-3351.79446248,-24336.9741625
1609,-1967.8623,-19040.0455,-3388.4734,91.2646224,0.0,-21007.9078,-3297.2087776,-24305.1165776
1610,-1981.1407,-19018.7255,-3427.3544,93.39720984,0.0,-20999.8662,-3333.95719016,-24333.8233902
1611,-1985.6185,-18973.4625,-3478.7471,92.25834624,0.0,-20959.081,-3386.48875376,-24345.5697538
1612,-2011.6,-18941.6445,-3477.0384,91.77093216,0.0,-20953.2445,-3385.26746784,-24338.5119678
1613,-1975.4219,-19120.2891,-3404.8476,90.60253704,0.0,-21095.711,-3314.24506296,-24409.956063
1614,-1954.614,-18967.295,-3471.2733,91.53852264,0.0,-20921.909,-3379.73477736,-24301.6437774
1615,-1970.8215,-19045.4436,-3431.4709,90.19518912,0.0,-21016.2651,-3341.27571088,-24357.5408109
1616,-1969.8697,-18966.6805,-3455.4454,91.56249792,0.0,-20936.5502,-3363.88290208,-24300.4331021
1617,-1950.2057,-19036.9608,-3397.8049,92.261466,0.0,-20987.1665,-3305.543434,-24292.709934
1618,-1970.2773,-19021.0942,-3417.3242,92.7784188,0.0,-20991.3715,-3324.5457812,-24315.9172812
1619,-1983.9777,-18977.4758,-3450.8682,90.86535864,0.0,-20961.4535,-3360.00284136,-24321.4563414
1620,-1993.2504,-18844.3916,-3519.815,92.1991248,0.0,-20837.642,-3427.6158752,-24265.2578752
1621,-1950.0905,-19015.6871,-3451.1209,91.33113816,0.0,-20965.7776,-3359.78976184,-24325.5673618
1622,-1988.4983,-18931.5187,-3454.1741,90.9271872,0.0,-20920.017,-3363.2469128,-24283.2639128
1623,-1960.1932,-19020.8378,-3418.0617,91.98116352,0.0,-20981.031,-3326.08053648,-24307.1115365
1624,-1996.564,-19085.9998,-3431.4632,92.40633,0.0,-21082.5638,-3339.05687,-24421.62067
1625,-1987.5883,-19036.51,-3428.5056,92.65880016,0.0,-21024.0983,-3335.84679984,-24359.9450998
1626,-1960.6693,-19076.4947,-3377.4619,91.65942864,0.0,-21037.164,-3285.80247136,-24322.9664714
1627,-1970.3209,-19077.834,-3443.1933,91.19579688,0.0,-21048.1549,-3351.99750312,-24400.1524031
1628,-2015.6167,-19039.2661,-3434.786,91.93308192,0.0,-21054.8828,-3342.85291808,-24397.7357181
1629,-1966.6527,-19072.3979,-3423.2377,91.2323592,0.0,-21039.0506,-3332.0053408,-24371.0559408
1630,-1948.7835,-19021.569,-3424.7745,91.80019944,0.0,-20970.3525,-3332.97430056,-24303.3268006
1631,-1963.2358,-19007.8,-3460.5209,92.07638136,0.0,-20971.0358,-3368.44451864,-24339.4803186
1632,-1952.2677,-18938.4572,-3531.2086,92.01957912,0.0,-20890.7249,-3439.18902088,-24329.9139209
1633,-1963.4863,-18927.7407,-3500.0014,91.20140784,0.0,-20891.227,-3408.79999216,-24300.0269922
1634,-1977.2564,-18942.4806,-3505.0999,92.06842032,0.0,-20919.737,-3413.03147968,-24332.7684797
1635,-1999.4792,-18910.2583,-3502.1747,90.26535312,0.0,-20909.7375,-3411.90934688,-24321.6468469
1636,-1967.8398,-19054.0706,-3460.9894,91.11421944,0.0,-21021.9104,-3369.87518056,-24391.7855806
1637,-2002.0308,-19018.1333,-3449.2675,91.60908912,0.0,-21020.1641,-3357.65841088,-24377.8225109
1638,-1976.896,-18921.2923,-3519.5359,92.60014392,0.0,-20898.1883,-3426.93575608,-24325.1240561
1639,-1972.5183,-19024.1941,-3426.3579,91.5067368,0.0,-20996.7124,-3334.8511632,-24331.5635632
1640,-1996.2715,-18928.7089,-3516.3207,91.40286816,0.0,-20924.9804,-3424.91783184,-24349.8982318
1641,-1998.8871,-18954.5154,-3488.1793,93.34276344,0.0,-20953.4025,-3394.83653656,-24348.2390366
1642,-1966.1717,-18980.5433,-3476.1616,92.91332736,0.0,-20946.715,-3383.24827264,-24329.9632726
1643,-1995.6426,-19011.3819,-3492.919,92.62678392,0.0,-21007.0245,-3400.29221608,-24407.3167161
1644,-1983.5999,-18948.4721,-3492.1797,93.37563216,0.0,-20932.072,-3398.80406784,-24330.8760678
1645,-1990.3853,-19024.0918,-3464.8721,91.5715512,0.0,-21014.4771,-3373.3005488,-24387.7776488
1646,-1967.2646,-18979.5774,-3463.0403,93.65583312,0.0,-20946.842,-3369.38446688,-24316.2264669
1647,-2001.8904,-19017.5038,-3431.2673,92.16446256,0.0,-21019.3942,-3339.10283744,-24358.4970374
1648,-1994.0133,-19019.1052,-3431.245,93.90296592,0.0,-21013.1185,-3337.34203408,-24350.4605341
1649,-1979.6243,-19049.0993,-3447.3315,92.8117872,0.0,-21028.7236,-3354.5197128,-24383.2433128
1650,-1987.9247,-18974.1274,-3491.7512,92.44611072,0.0,-20962.0521,-3399.30508928,-24361.3571893
1651,-1964.9829,-18957.2917,-3506.963,92.68488792,0.0,-20922.2746,-3414.27811208,-24336.5527121
1652,-1969.9324,-18926.6645,-3483.1421,93.96984888,0.0,-20896.5969,-3389.17225112,-24285.7691511
1653,-1960.8769,-18915.8115,-3540.4948,94.29452424,0.0,-20876.6884,-3446.20027576,-24322.8886758
1654,-2003.3559,-18884.4669,-3499.7924,92.69632008,0.0,-20887.8228,-3407.09607992,-24294.9188799
1655,-1958.6424,-18943.3865,-3538.5826,94.07507472,0.0,-20902.0289,-3444.50752528,-24346.5364253
1656,-1969.6994,-18954.5583,-3512.5766,92.95526664,0.0,-20924.2577,-3419.62133336,-24343.8790334
1657,-1956.1656,-18962.9156,-3491.9694,92.91492576,0.0,-20919.0812,-3399.05447424,-24318.1356742
1658,-1974.1108,-18882.0376,-3529.4086,93.24062208,0.0,-20856.1484,-3436.16797792,-24292.3163779
1659,-1992.2627,-18924.2615,-3510.2614,90.7648992,0.0,-20916.5242,-3419.4965008,-24336.0207008
1660,-1987.6728,-18913.2639,-3522.2693,93.7343052,0.0,-20900.9367,-3428.5349948,-24329.4716948
1661,-1950.7434,-18927.0999,-3517.095,94.74112872,0.0,-20877.8433,-3422.35387128,-24300.1971713
1662,-1978.6286,-18943.1669,-3481.1505,94.7454624,0.0,-20921.7955,-3386.4050376,-24308.2005376
1663,-1938.8142,-18948.3938,-3478.1888,94.76560872,0.0,-20887.208,-3383.42319128,-24270.6311913
1664,-1991.0767,-18884.7904,-3552.2141,93.33523224,0.0,-20875.8671,-3458.87886776,-24334.7459678
1665,-1978.0467,-18968.2996,-3481.1835,90.98455752,0.0,-20946.3463,-3390.19894248,-24336.5452425
1666,-1980.6203,-18979.0193,-3492.8673,93.23994096,0.0,-20959.6396,-3399.62735904,-24359.266959
1667,-1988.9084,-18915.5855,-3513.3937,91.4546052,0.0,-20904.4939,-3421.9390948,-24326.4329948
1668,-1978.9753,-18865.6463,-3561.4312,92.79130824,0.0,-20844.6216,-3468.63989176,-24313.2614918
1669,-1967.0834,-18908.0588,-3535.2244,93.55926816,0.0,-20875.1422,-3441.66513184,-24316.8073318
1670,-2007.1973,-18835.276,-3620.9699,91.54240416,0.0,-20842.4733,-3529.42749584,-24371.9007958
1671,-1965.1396,-18869.7848,-3571.0194,93.27163536,0.0,-20834.9244,-3477.74776464,-24312.6721646
1672,-1973.6303,-18855.3178,-3585.1512,93.27490992,0.0,-20828.9481,-3491.87629008,-24320.8243901
1673,-1947.3884,-18880.6544,-3571.6381,93.2717304,0.0,-20828.0428,-3478.3663696,-24306.4091696
1674,-1967.0496,-18879.5471,-3563.9419,94.49239824,0.0,-20846.5967,-3469.44950176,-24316.0462018
1675,-1949.8112,-18856.7515,-3567.0708,95.20988256,0.0,-20806.5627,-3471.86091744,-24278.4236174
1676,-1984.1361,-18909.4786,-3537.1306,93.62439576,0.0,-20893.6147,-3443.50620424,-24337.1209042
1677,-1981.5276,-18852.6076,-3556.6585,94.27332888,0.0,-20834.1352,-3462.38517112,-24296.5203711
1678,-1973.0093,-18868.5948,-3569.2937,94.59891504,0.0,-20841.6041,-3474.69478496,-24316.298885
1679,-1987.4946,-18853.1148,-3541.9147,93.96388584,0.0,-20840.6094,-3447.95081416,-24288.5602142
1680,-1967.3954,-18903.2876,-3538.6723,92.23924392,0.0,-20870.683,-3446.43305608,-24317.1160561
1681,-1987.9637,-18969.6212,-3496.6324,92.47356648,0.0,-20957.5849,-3404.15883352,-24361.7437335
1682,-1980.0026,-19037.3786,-3440.0562,92.20203648,0.0,-21017.3812,-3347.85416352,-24365.2353635
1683,-1984.5951,-18968.5576,-3430.1359,92.61738576,0.0,-20953.1527,-3337.51851424,-24290.6712142
1684,-1954.562,-19029.5764,-3452.4309,91.77281352,0.0,-20984.1384,-3360.65808648,-24344.7964865
1685,-1957.3024,-18969.021,-3445.9889,94.26047616,0.0,-20926.3234,-3351.72842384,-24278.0518238
1686,-1957.2836,-18966.8098,-3466.9227,91.94470128,0.0,-20924.0934,-3374.97799872,-24299.0713987
1687,-1943.0161,-18925.6098,-3503.2162,93.17915784,0.0,-20868.6259,-3410.03704216,-24278.6629422
1688,-1954.3603,-18889.392,-3510.374,93.38365296,0.0,-20843.7523,-3416.99034704,-24260.742647
1689,-1964.3851,-18929.4837,-3533.8442,93.53391696,0.0,-20893.8688,-3440.31028304,-24334.179083
1690,-1974.6568,-18860.8827,-3547.8332,93.48097824,0.0,-20835.5395,-3454.35222176,-24289.8917218
1691,-1990.2846,-18896.7253,-3504.1461,93.0958344,0.0,-20887.0099,-3411.0502656,-24298.0601656
1692,-1986.5033,-18959.5618,-3482.7571,93.3488352,0.0,-20946.0651,-3389.4082648,-24335.4733648
1693,-2004.1496,-19015.6274,-3420.5165,91.84864464,0.0,-21019.777,-3328.66785536,-24348.4448554
1694,-1930.3484,-18973.1927,-3514.8879,94.12765056,0.0,-20903.5411,-3420.76024944,-24324.3013494
1695,-1978.1894,-19100.5704,-3376.7619,91.45217808,0.0,-21078.7598,-3285.30972192,-24364.0695219
1696,-1974.1037,-19063.5037,-3419.714,91.41296112,0.0,-21037.6074,-3328.30103888,-24365.9084389
1697,-1951.487,-19095.4074,-3401.5236,91.69881696,0.0,-21046.8944,-3309.82478304,-24356.719183
1698,-1981.7638,-18921.7891,-3511.4947,92.31547608,0.0,-20903.5529,-3419.17922392,-24322.7321239
1699,-1952.9967,-18943.0549,-3467.884,92.71515312,0.0,-20896.0516,-3375.16884688,-24271.2204469
1700,-1983.2891,-19107.3575,-3348.5912,90.90914256,0.0,-21090.6466,-3257.68205744,-24348.3286574
1701,-1947.4422,-19026.3744,-3401.6796,92.27938464,0.0,-20973.8166,-3309.40021536,-24283.2168154
1702,-1997.3073,-19034.371,-3419.1361,90.56115576,0.0,-21031.6783,-3328.57494424,-24360.2532442
1703,-1973.5651,-19120.1451,-3361.8527,92.98979424,0.0,-21093.7102,-3268.86290576,-24362.5731058
1704,-1978.4632,-19072.6943,-3360.7618,91.05937776,0.0,-21051.1575,-3269.70242224,-24320.8599222
1705,-1964.1174,-19067.501,-3418.0369,90.0793728,0.0,-21031.6184,-3327.9575272,-24359.5759272
1706,-1991.508,-19031.9329,-3428.6231,90.6662664,0.0,-21023.4409,-3337.9568336,-24361.3977336
1707,-1979.7546,-19081.1797,-3388.2664,91.36850112,0.0,-21060.9343,-3296.89789888,-24357.8321989
1708,-1989.0302,-19055.826,-3376.3528,89.86097232,0.0,-21044.8562,-3286.49182768,-24331.3480277
1709,-1984.7436,-19050.0873,-3349.5835,91.232496,0.0,-21034.8309,-3258.351004,-24293.181904
1710,-1984.4834,-19153.2026,-3317.161,91.57574808,0.0,-21137.686,-3225.58525192,-24363.2712519
1711,-1975.8844,-19083.9152,-3362.1976,92.74497192,0.0,-21059.7996,-3269.45262808,-24329.2522281
1712,-1977.9201,-19080.5738,-3383.9443,91.74614544,0.0,-21058.4939,-3292.19815456,-24350.6920546
1713,-1950.9269,-19165.8969,-3317.1454,90.71149104,0.0,-21116.8238,-3226.43390896,-24343.257709
1714,-1983.3723,-19108.91,-3355.8648,89.03235816,0.0,-21092.2823,-3266.83244184,-24359.1147418
1715,-1999.4903,-19057.5996,-3363.2856,89.91792144,0.0,-21057.0899,-3273.36767856,-24330.4575786
1716,-1996.8876,-19105.806,-3343.7856,90.68835168,0.0,-21102.6936,-3253.09724832,-24355.7908483
1717,-1986.523,-19139.5288,-3313.0288,89.5420368,0.0,-21126.0518,-3223.4867632,-24349.5385632
1718,-1961.3403,-19118.1781,-3345.0595,91.90414224,0.0,-21079.5184,-3253.15535776,-24332.6737578
1719,-2013.955,-19048.9237,-3332.0621,90.95711112,0.0,-21062.8787,-3241.10498888,-24303.9836889
1720,-2008.6888,-19034.8396,-3358.9597,88.80311952,0.0,-21043.5284,-3270.15658048,-24313.6849805
1721,-1984.0865,-19172.1589,-3311.1861,90.6883848,0.0,-21156.2454,-3220.4977152,-24376.7431152
1722,-1994.426,-19139.2578,-3307.3784,90.40830552,0.0,-21133.6838,-3216.97009448,-24350.6538945
1723,-1982.118,-19066.7609,-3359.7156,92.2447008,0.0,-21048.8789,-3267.4708992,-24316.3497992
1724,-1994.1128,-19117.5523,-3307.4071,89.8322868,0.0,-21111.6651,-3217.5748132,-24329.2399132
1725,-2004.2762,-19067.1637,-3368.1874,91.17448272,0.0,-21071.4399,-3277.01291728,-24348.4528173
1726,-1999.1979,-19172.2035,-3316.6885,90.88589448,0.0,-21171.4014,-3225.80260552,-24397.2040055
1727,-2005.3896,-18991.7933,-3393.3283,90.2713968,0.0,-20997.1829,-3303.0569032,-24300.2398032
1728,-2003.6498,-19004.3969,-3402.9205,92.22646752,0.0,-21008.0467,-3310.69403248,-24318.7407325
1729,-1979.3677,-19079.5117,-3374.7466,91.29580344,0.0,-21058.8794,-3283.45079656,-24342.3301966
1730,-1976.872,-19001.3426,-3395.8982,93.24275688,0.0,-20978.2146,-3302.65544312,-24280.8700431
1731,-1969.2428,-19016.6841,-3423.2636,93.475872,0.0,-20985.9269,-3329.787728,-24315.714628
1732,-1988.3399,-18960.9653,-3420.3635,91.44316512,0.0,-20949.3052,-3328.92033488,-24278.2255349
1733,-1991.0151,-18989.6918,-3434.9748,90.62838288,0.0,-20980.7069,-3344.34641712,-24325.0533171
1734,-1971.7627,-19057.8822,-3421.3714,92.04967728,0.0,-21029.6449,-3329.32172272,-24358.9666227
1735,-1963.548,-18922.7795,-3475.1166,92.0400192,0.0,-20886.3275,-3383.0765808,-24269.4040808
1736,-1964.5711,-18986.613,-3451.7381,92.22824592,0.0,-20951.1841,-3359.50985408,-24310.6939541
1737,-1963.5297,-19025.2106,-3450.2803,93.35569824,0.0,-20988.7403,-3356.92460176,-24345.6649018
1738,-1976.8148,-19017.3733,-3435.3854,93.55428936,0.0,-20994.1881,-3341.83111064,-24336.0192106
1739,-1990.1927,-18993.8751,-3390.224,91.0275084,0.0,-20984.0678,-3299.1964916,-24283.2642916
1740,-1971.2295,-19027.3873,-3401.5304,91.8227268,0.0,-20998.6168,-3309.7076732,-24308.3244732
1741,-1955.6195,-19064.3057,-3372.4886,93.10586184,0.0,-21019.9252,-3279.38273816,-24299.3079382
1742,-1945.9255,-19097.011,-3381.106,92.94320304,0.0,-21042.9365,-3288.16279696,-24331.099297
1743,-1993.9817,-19093.7837,-3379.2262,90.57082464,0.0,-21087.7654,-3288.65537536,-24376.4207754
1744,-1987.0206,-19094.5612,-3387.4309,92.45136672,0.0,-21081.5818,-3294.97953328,-24376.5613333
1745,-1964.972,-18976.6548,-3470.6265,93.40107408,0.0,-20941.6268,-3377.22542592,-24318.8522259
1746,-1970.4184,-18983.7281,-3475.6863,94.1999868,0.0,-20954.1465,-3381.4863132,-24335.6328132
1747,-1975.6337,-18974.4797,-3476.6442,92.37058416,0.0,-20950.1134,-3384.27361584,-24334.3870158
1748,-1991.3985,-19030.9308,-3405.4208,91.50203016,0.0,-21022.3293,-3313.91876984,-24336.2480698
1749,-1974.3543,-19021.6033,-3456.9527,90.96213024,0.0,-20995.9576,-3365.99056976,-24361.9481698
1750,-2017.3039,-18990.4276,-3427.9253,91.6163028,0.0,-21007.7315,-3336.3089972,-24344.0404972
1751,-1965.4167,-19048.9468,-3419.713,91.16178552,0.0,-21014.3635,-3328.55121448,-24342.9147145
1752,-1963.4533,-18977.0389,-3432.6145,92.92194792,0.0,-20940.4922,-3339.69255208,-24280.1847521
1753,-1920.2315,-19072.5889,-3411.7362,94.14669456,0.0,-20992.8204,-3317.58950544,-24310.4099054
1754,-1980.5952,-18975.6469,-3466.6726,93.03795432,0.0,-20956.2421,-3373.63464568,-24329.8767457
1755,-1911.7928,-19017.8527,-3454.2254,94.53795048,0.0,-20929.6455,-3359.68744952,-24289.3329495
1756,-1974.0559,-19032.416,-3406.6576,93.67624584,0.0,-21006.4719,-3312.98135416,-24319.4532542
1757,-1930.1133,-19022.5313,-3465.0441,93.0693924,0.0,-20952.6446,-3371.9747076,-24324.6193076
1758,-1965.0658,-18971.3243,-3463.3684,92.63776176,0.0,-20936.3901,-3370.73063824,-24307.1207382
1759,-1969.7542,-18997.9453,-3462.3023,92.03502168,0.0,-20967.6995,-3370.26727832,-24337.9667783
1760,-1964.4956,-18992.2539,-3484.4272,92.90973096,0.0,-20956.7495,-3391.51746904,-24348.266969
1761,-1981.5677,-18982.963,-3474.2227,91.71742752,0.0,-20964.5307,-3382.50527248,-24347.0359725
1762,-2006.1551,-18903.0201,-3521.8127,91.74240864,0.0,-20909.1752,-3430.07029136,-24339.2454914
1763,-1993.0331,-18976.106,-3478.2455,92.4181524,0.0,-20969.1391,-3385.8273476,-24354.9664476
1764,-2004.9648,-18962.2823,-3503.1724,92.5161372,0.0,-20967.2471,-3410.6562628,-24377.9033628
1765,-1959.8465,-18985.174,-3494.0807,91.30119192,0.0,-20945.0205,-3402.77950808,-24347.8000081
1766,-1965.9162,-19042.0626,-3413.1974,90.6197508,0.0,-21007.9788,-3322.5776492,-24330.5564492
1767,-1972.9036,-18993.2208,-3454.9579,91.42111872,0.0,-20966.1244,-3363.53678128,-24329.6611813
1768,-1967.8054,-19041.2171,-3464.8958,91.8156312,0.0,-21009.0225,-3373.0801688,-24382.1026688
1769,-1970.5134,-18879.3108,-3524.224,92.24428824,0.0,-20849.8242,-3431.97971176,-24281.8039118
1770,-1983.8616,-18916.9567,-3533.2419,92.41031088,0.0,-20900.8183,-3440.83158912,-24341.6498891
1771,-1978.2172,-18956.6177,-3470.7126,92.73458952,0.0,-20934.8349,-3377.97801048,-24312.8129105
